ano,regiao,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb
2017,Sudeste,estadual,fundamental,EFAI,98.7,0.98709399,235.92,225.36,6.5698671,6.5
2017,Sudeste,estadual,medio,EM,83.0,0.826352,264.89,265.89,4.3902688,3.6
2017,Sudeste,privada,fundamental,EFAF,96.6,0.966241,312.45,300.17,6.8773332,6.6
2017,Sudeste,privada,fundamental,EFAI,98.6,0.986193,261.48,248.33,7.4760852,7.4
2017,Sudeste,privada,medio,EM,95.9,0.95217001,335.19,318.72,6.1684961,5.9
2017,Sul,estadual,fundamental,EFAF,84.3,0.84297299,263.01,262.44,5.4243331,4.6
2017,Sul,estadual,fundamental,EFAI,92.6,0.92954397,225.63,217.77,6.2351871,5.8
2017,Sul,estadual,medio,EM,76.3,0.79893899,269.85,267.6,4.4858198,3.6
2017,Sul,privada,fundamental,EFAF,97.2,0.97148502,312.57,299.5,6.8678331,6.7
2017,Sul,privada,fundamental,EFAI,99.0,0.98999298,265.17,249.88,7.574595,7.5
2017,Sul,privada,medio,EM,96.1,0.96662301,335.42,317.17,6.1485229,5.9
2019,Centro-Oeste,estadual,fundamental,EFAF,92.0,0.92093402,258.16,256.51,5.2446671,4.8
2019,Centro-Oeste,estadual,fundamental,EFAI,95.2,0.95277101,227.03,215.5,6.220645,5.9
2019,Centro-Oeste,estadual,medio,EM,83.1,0.87299597,276.52,278.72,4.7458181,4.1
2019,Centro-Oeste,privada,fundamental,EFAF,97.8,0.97724003,303.88,294.57,6.6408329,6.5
2019,Centro-Oeste,privada,fundamental,EFAI,99.4,0.99400002,255.66,244.11,7.2882991,7.2
2019,Centro-Oeste,privada,medio,EM,96.6,0.959364,340.64,322.82,6.3065591,6.1
2019,Nordeste,estadual,fundamental,EFAF,84.0,0.83653003,246.07,246.44,4.8751669,4.1
2019,Nordeste,estadual,fundamental,EFAI,90.2,0.90820497,206.53,195.61,5.4673181,5.0
2019,Nordeste,estadual,medio,EM,85.3,0.840819,259.14,263.48,4.2734318,3.6
2019,Nordeste,privada,fundamental,EFAF,96.4,0.96424598,292.05,286.6,6.3111668,6.1
2019,Nordeste,privada,fundamental,EFAI,98.6,0.98579901,238.74,228.77,6.6855879,6.6
2019,Nordeste,privada,medio,EM,95.6,0.96059197,325.14,316.83,5.999341,5.8
2019,Norte,estadual,fundamental,EFAF,88.7,0.88744497,246.69,247.02,4.8951669,4.3
2019,Norte,estadual,fundamental,EFAI,93.1,0.93490797,217.91,207.3,5.8972149,5.5
2019,Norte,estadual,medio,EM,80.2,0.82945001,251.82,257.3,4.078258,3.4
2019,Norte,privada,fundamental,EFAF,97.4,0.97348702,288.83,287.33,6.2696671,6.1
2019,Norte,privada,fundamental,EFAI,98.9,0.98919398,244.07,235.82,6.9156728,6.8
2019,Norte,privada,medio,EM,96.5,0.97121102,322.95,317.67,5.9810171,5.8
2019,Sudeste,estadual,fundamental,EFAF,92.2,0.92220002,260.32,258.98,5.3218331,4.9
2019,Sudeste,estadual,fundamental,EFAI,99.1,0.99096298,239.08,222.94,6.5860338,6.5
2019,Sudeste,estadual,medio,EM,86.4,0.86483699,274.1,277.55,4.6943231,4.1
2019,Sudeste,privada,fundamental,EFAF,97.4,0.97349799,308.17,296.73,6.7484999,6.6
2019,Sudeste,privada,fundamental,EFAI,98.9,0.98919499,262.67,248.19,7.4960852,7.4
2019,Sudeste,privada,medio,EM,96.6,0.966483,336.51,323.27,6.2552991,6.0
2019,Sul,estadual,fundamental,EFAF,87.7,0.87780702,266.27,262.42,5.4784999,4.8
2019,Sul,estadual,fundamental,EFAI,93.1,0.93236202,227.25,218.03,6.2708611,5.8
2019,Sul,estadual,medio,EM,81.8,0.84731501,280.89,280.85,4.8392301,4.1
2019,Sul,privada,fundamental,EFAF,97.6,0.97574002,313.11,300.16,6.888,6.7
2019,Sul,privada,fundamental,EFAI,99.1,0.99059498,264.23,246.69,7.4987888,7.4
2019,Sul,privada,medio,EM,96.6,0.97221398,345.07,327.86,6.4443769,6.3
2021,Norte,privada,fundamental,EFAI,99.2,0.991599,236.6,231.88,6.701271,6.6
2021,Norte,estadual,fundamental,EFAI,95.6,0.958219,211.18,204.93,5.72533,5.5
2021,Nordeste,privada,fundamental,EFAI,98.9,0.988796,238.16,230.69,6.709432,6.6
2021,Nordeste,estadual,fundamental,EFAI,94.4,0.949618,198.66,190.17,5.217615,5.0
2021,Sudeste,privada,fundamental,EFAI,99.2,0.991397,256.41,244.75,7.313898,7.3
2021,Sudeste,estadual,fundamental,EFAI,98.8,0.987596,223.97,214.25,6.139248,6.1
2021,Sul,privada,fundamental,EFAI,99.1,0.990795,260.41,248.54,7.459269,7.4
2021,Sul,estadual,fundamental,EFAI,98.5,0.984785,219.87,214.33,6.062363,6.0
2021,Centro-Oeste,privada,fundamental,EFAI,99.4,0.994,255.51,245.18,7.304524,7.3
2021,Centro-Oeste,estadual,fundamental,EFAI,96.4,0.962585,217.1,210.06,5.931762,5.7
2021,Norte,privada,fundamental,EFAF,98.8,0.987499,283.09,286.17,6.154333,6.1
2021,Norte,estadual,fundamental,EFAF,92.5,0.924929,244.07,248.34,4.8735,4.5
2021,Nordeste,privada,fundamental,EFAF,98.3,0.982499,282.28,282.48,6.079333,6.0
2021,Nordeste,estadual,fundamental,EFAF,93.8,0.938125,243.1,248.04,4.852333,4.6
2021,Sudeste,privada,fundamental,EFAF,98.9,0.988499,295.72,289.89,6.426833,6.4
2021,Sudeste,estadual,fundamental,EFAF,97.1,0.970735,256.58,259.54,5.268667,5.1
2021,Sul,privada,fundamental,EFAF,98.5,0.984994,304.52,298.61,6.718833,6.6
2021,Sul,estadual,fundamental,EFAF,95.5,0.954695,260.29,260.1,5.339833,5.1
2021,Centro-Oeste,privada,fundamental,EFAF,98.8,0.987997,297.59,292.04,6.493833,6.4
2021,Centro-Oeste,estadual,fundamental,EFAF,96.5,0.96538,253.63,255.31,5.149,5.0
2021,Norte,privada,medio,EM,98.1,0.973803,303.12,303.99,5.497566,5.4
2021,Norte,estadual,medio,EM,80.8,0.831054,250.28,258.94,4.08103,3.4
2021,Nordeste,privada,medio,EM,98.1,0.949781,311.91,309.45,5.702758,5.4
2021,Nordeste,estadual,medio,EM,90.5,0.909808,253.64,261.06,4.159958,3.8
2021,Sudeste,privada,medio,EM,98.7,0.913649,328.72,317.89,6.0652,5.5
2021,Sudeste,estadual,medio,EM,92.9,0.889286,267.04,274.92,4.555645,4.1
2021,Sul,privada,medio,EM,98.3,0.972665,329.04,317.96,6.070743,5.9
2021,Sul,estadual,medio,EM,88.2,0.881802,276.23,280.28,4.764957,4.2
2021,Centro-Oeste,privada,medio,EM,98.6,0.990196,324.06,313.85,5.939272,5.9
2021,Centro-Oeste,estadual,medio,EM,88.4,0.872412,267.71,273.0,4.536312,4.0
